paperID,author,col3,col4
CCS_09_58,Lorenzo Cavallaro,81409597525,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_09_58,Bob Gilbert,81447600053,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_09_58,Martin Szydlowski,81447601587,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_09_58,Richard A. Kemmerer,81410595842,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_09_58,Christopher Kruegel,81100422599,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_09_58,Giovanni Vigna,81100618984,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_12_1,Raoul Strackx,81416609031,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_1,Frank Piessens,81548011356,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_2,Yu-Yuan Chen,81548699656,Princeton University; USA,60003269,
CCS_12_2,Pramod A. Jamkhedkar,81100327858,Princeton University; USA,60003269,
CCS_12_2,Ruby B. Lee,81100384586,Princeton University; USA,60003269,
CCS_12_3,Hyungon Moon,81549121156,Seoul National University; Seoul; South Korea,60013682,
CCS_12_3,Hojoon Lee,81549114356,Korea Advanced Institute of Science and Technology; Daejeon; South Korea,60032144,
CCS_12_3,Jihoon Lee,81548883156,Seoul National University; Seoul; South Korea,60013682,
CCS_12_3,Kihwan Kim,81549197056,Korea Advanced Institute of Science and Technology; Daejeon; South Korea,60032144,
CCS_12_3,Yunheung Paek,81100373014,Seoul National University; Seoul; South Korea,60013682,
CCS_12_3,Brent Byunghoon Kang,81100492636,George Mason University ,60018319,
CCS_12_4,Martin Georgiev,81549422956,The University of Texas at Austin; Austin; TX; USA,60013372,
CCS_12_4,Subodh Iyengar,81548823956,Stanford University,60012708,
CCS_12_4,Suman Jana,81372593099,The University of Texas at Austin; Austin; TX; USA,60013372,
CCS_12_4,Rishita Anubhai,81548536856,Stanford University,60012708,
CCS_12_4,Dan Boneh,81100047204,Stanford University,60012708,
CCS_12_4,Vitaly Shmatikov,81338491121,The University of Texas at Austin; Austin; TX; USA,60013372,
CCS_12_5,Sascha Fahl,81501653525,Distributed Computing & Security Group; Leibniz University Hannover,60004935,
CCS_12_5,Marian Harbach,81440615669,Distributed Computing & Security Group; Leibniz University Hannover,60004935,
CCS_12_5,Thomas Muders,81501684230,Distributed Computing & Security Group; Leibniz University Hannover,60004935,
CCS_12_5,Lars Baumgartner,81482646787,Department of Math. & Computer Science; Philipps University Marburg; Marburg; Germany,60012556,
CCS_12_5,Bernd Freisleben,81100054565,Department of Math. & Computer Science; Philipps University Marburg; Marburg; Germany,60012556,
CCS_12_5,Matthew Smith,81485645929,Distributed Computing & Security Group; Leibniz University Hannover,60004935,
CCS_12_6,Nikos Mavrogiannopoulos,81502804932,KU Leuven - IBBT; Leuven; Belgium,60025063,
CCS_12_6,Frederik Vercauteren,81100405208,KU Leuven - IBBT; Leuven; Belgium,60025063,
CCS_12_6,Vesselin Velichkov,81435606573,University of Luxembourg; Luxembourg; Luxembourg,60072562,
CCS_12_6,Bart Preneel,81100457060,KU Leuven - IBBT; Leuven; Belgium,60025063,
CCS_12_7,Mashael AlSabah,81488669262,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_7,Kevin Bauer,81339489715,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_7,Ian Goldberg,81100491559,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_8,Max Schuchard,81470653662,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_12_8,John Geddes,84459330857,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_12_8,Christopher Thompson,81549417556,University of California; Berkeley,60025038,
CCS_12_8,Nicholas J. Hopper,81100172412,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_12_9,Hooman Mohajeri Moghaddam,81549528956,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_9,Baiyu Li,81549544456,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_9,Mohammad Derakhshani,81479660632,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_9,Ian Goldberg,81100491559,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_12_10,Zachary Weinberg,81486644860,Carnegie Mellon University,60027950,
CCS_12_10,Jeffrey Wang,81549425656,Stanford University,60012708,
CCS_12_10,Vinod Yegneswaran,81100125285,SRI International; Menlo Park,60000461,
CCS_12_10,Linda Briesemeister,81100166682,SRI International; Menlo Park,60000461,
CCS_12_10,Steven Cheung,81100460234,SRI International; Menlo Park,60000461,
CCS_12_10,Frank Wang,81549209156,Stanford University,60012708,
CCS_12_10,Dan Boneh,81100047204,Stanford University,60012708,
CCS_12_11,Qiyan Wang,81548529356,University of Illinois at Urbana-Champaign,60000745,
CCS_12_11,Xun Gong,81544890556,University of Illinois at Urbana-Champaign,60000745,
CCS_12_11,Giang T. K. Nguyen,81485641763,University of Illinois at Urbana-Champaign,60000745,
CCS_12_11,Amir Houmansadr,81392617767,University of Texas at Austin; Austin; TX; USA,60013372,
CCS_12_11,Nikita Borisov,81100136331,University of Illinois at Urbana-Champaign,60000745,
CCS_12_12,Dimitris Geneiatakis,81325488328,Columbia University,60030162,
CCS_12_12,Georgios Portokalidis,81323494937,Columbia University,60030162,
CCS_12_12,Vasileios P. Kemerlis,81458653037,Columbia University,60030162,
CCS_12_12,Angelos D. Keromytis,81100083417,Columbia University,60030162,
CCS_12_13,Divya Muthukumaran,81351607660,The Pennsylvania State University; University Park; PA; USA,60001439,
CCS_12_13,Trent Jaeger,81100654847,The Pennsylvania State University; University Park; PA; USA,60001439,
CCS_12_13,Vinod Ganapathy,81309482663,Rutgers University; Piscataway,60030623,
CCS_12_14,Richard Wartell,81488673391,The University of Texas at Dallas; Richardson; TX; USA,60009415,
CCS_12_14,Vishwath Mohan,81548015976,The University of Texas at Dallas; Richardson; TX; USA,60009415,
CCS_12_14,Kevin W. Hamlen,81309487013,The University of Texas at Dallas; Richardson; TX; USA,60009415,
CCS_12_14,Zhiqiang Lin,81549020956,The University of Texas at Dallas; Richardson; TX; USA,60009415,
CCS_12_15,Joan Calvet,81477642975,Universite de Lorraine; LORIA; Nancy; France,60104289,
CCS_12_15,Jose M. Fernandez,81339499142,Ecole Polytechnique de Montreal; Montreal; Canada,60019141,
CCS_12_15,Jean-Yves Marion,81100434172,Universite de Lorraine; LORIA; Nancy; France,60104289,
CCS_12_16,Nigel Edwards,81100595422,Hewlett-Packard Laboratories; Bristol; United Kingdom,60010574,
CCS_12_16,Liqun Chen,81384619465,Hewlett-Packard Laboratories; Bristol; United Kingdom,60010574,
CCS_12_17,Chunyi Peng,81341494995,University of California - Los Angeles,60027550,
CCS_12_17,Chi-yu Li,81496658454,University of California - Los Angeles,60027550,
CCS_12_17,Guan-Hua Tu,81542296856,University of California - Los Angeles,60027550,
CCS_12_17,Songwu Lu,81451596447,University of California - Los Angeles,60027550,
CCS_12_17,Lixia Zhang,81100121357,University of California - Los Angeles,60027550,
CCS_12_18,Myrto Arapinis,81460651107,University of Birmingham; Birmingham; United Kingdom,60019702,
CCS_12_18,Loretta Ilaria Mancini,81548811356,University of Birmingham; Birmingham; United Kingdom,60019702,
CCS_12_18,Eike Ritter,81100155838,University of Birmingham; Birmingham; United Kingdom,60019702,
CCS_12_18,Mark D. Ryan,81407592352,University of Birmingham; Birmingham; United Kingdom,60019702,
CCS_12_18,Nico Golde,81488669724,Technische University Berlin; Berlin; Germany,60011604,
CCS_12_18,Kevin Redon,81490695292,Technische University Berlin; Berlin; Germany,60011604,
CCS_12_18,Ravishankar Borgaonkar,81443596653,Technische University Berlin; Berlin; Germany,60011604,
CCS_12_19,Kathy Wain Yee Au,81490671398,University of Toronto; Toronto; ON; Canada,60016849,
CCS_12_19,Yi Fan Zhou,81490657882,University of Toronto; Toronto; ON; Canada,60016849,
CCS_12_19,Zhen Huang,81490641755,University of Toronto; Toronto; ON; Canada,60016849,
CCS_12_19,David Lie,81100282112,University of Toronto; Toronto; ON; Canada,60016849,
CCS_12_20,Long Lu,81543080156,Georgia Institute of Technology,60019647,
CCS_12_20,Zhichun Li,81418593620,NEC Labs America; Inc. ; USA,60018008,
CCS_12_20,Zhenyu Wu,81549015656,NEC Labs America; Inc. ; USA,60018008,
CCS_12_20,Wenke Lee,81381593761,Georgia Institute of Technology,60019647,
CCS_12_20,Guofei Jiang,81336489979,NEC Labs America; Inc. ; USA,60018008,
CCS_12_21,Hao Peng,81548351556,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Chris Gates,81464661741,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Bhaskar Sarma,81502737974,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Ninghui Li,81100475364,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Yuan Qi,81548279356,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Rahul Potharaju,81448602606,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Cristina Nita-Rotaru,81100166867,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_21,Ian Molloy,81351591462,IBM Research; Hawthorne; NY; USA,60011048,
CCS_12_22,Shakeel Butt,81456611599,Rutgers University; Piscataway,60030623,
CCS_12_22,H. Andres Lagar-Cavilla,81331496808,GridCentric Inc. ; Toronto; ON; Canada,,
CCS_12_22,Abhinav Srivastava,81548858756,AT&T Labs-Research; Florham Park,60008383,
CCS_12_22,Vinod Ganapathy,81309482663,Rutgers University; Piscataway,60030623,
CCS_12_23,Marten van Dijk,81100449382,RSA Laboratories,,
CCS_12_23,Ari Juels,81100625698,RSA Laboratories,,
CCS_12_23,Alina Oprea,81100383298,RSA Laboratories,,
CCS_12_23,Ronald L . Rivest,81328490215,MIT,60022195,
CCS_12_23,Emil Stefanov,81470645023,University of California Berkeley; Berkeley,60025038,
CCS_12_23,Nikos Triandopoulos,81381593303,RSA Laboratories,,
CCS_12_24,Venkatanathan Varadarajan,81500652602,University of Wisconsin-Madison,60032179,
CCS_12_24,Thawan Kooburat,81486656084,University of Wisconsin-Madison,60032179,
CCS_12_24,Benjamin Farley,81549123256,University of Wisconsin-Madison,60032179,
CCS_12_24,Thomas Ristenpart,81384601889,University of Wisconsin-Madison,60032179,
CCS_12_24,Michael M. Swift,81100240419,University of Wisconsin-Madison,60032179,
CCS_12_25,Peter Williams,81406595501,Stony Brook Network Security and Applied Cryptography Lab; USA,,
CCS_12_25,Radu Sion,81100430518,Stony Brook Network Security and Applied Cryptography Lab; USA,,
CCS_12_26,Yinqian Zhang,81470649665,University of North Carolina; Chapel Hill; NC; USA,60025111,
CCS_12_26,Ari Juels,81100625698,RSA Laboratories,,
CCS_12_26,Michael K. Reiter,81387594159,University of North Carolina; Chapel Hill; NC; USA,60025111,
CCS_12_26,Thomas Ristenpart,81384601889,University of Wisconsin,60032179,
CCS_12_27,Muhammad Asim Jamshed,81467652533,KAIST; Daejeon; South Korea,60032144,
CCS_12_27,Jihyung Lee,81548875756,KAIST; Daejeon; South Korea,60032144,
CCS_12_27,Sangwoo Moon,81548406356,KAIST; Daejeon; South Korea,60032144,
CCS_12_27,Insu Yun,81549071556,KAIST; Daejeon; South Korea,60032144,
CCS_12_27,Deokjin Kim,81549211456,NSRI; Daejeon; South Korea,60094223,
CCS_12_27,Sungryoul Lee,81549438256,NSRI; Daejeon; South Korea,60094223,
CCS_12_27,Yung Yi,81548286256,KAIST; Daejeon; South Korea,60032144,
CCS_12_27,KyoungSoo Park,81309488370,KAIST; Daejeon; South Korea,60032144,
CCS_12_28,Chi-Yao Hong,81479643764,UIUC,60000745,
CCS_12_28,Fang Yu,81100471693,MSR Silicon Valley; Mountain View,,
CCS_12_28,Yinglian Xie,81336494284,MSR Silicon Valley; Mountain View,,
CCS_12_29,Antonio Bianchi,81548541256,UC Santa Barbara; Santa Barbara; USA,60029241,
CCS_12_29,Yan Shoshitaishvili,81549220456,UC Santa Barbara; Santa Barbara; USA,60029241,
CCS_12_29,Christopher Kruegel,81100422599,UC Santa Barbara; Santa Barbara; USA,60029241,
CCS_12_29,Giovanni Vigna,81100618984,UC Santa Barbara; Santa Barbara; USA,60029241,
CCS_12_30,Yinglian Xie,81336494284,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_30,Fang Yu,81100471693,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_30,Qifa Ke,81100561740,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_30,Martin Abadi,81100547147,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_30,Eliot Gillum,81336489213,Microsoft Corporation; Mountain View,60026532,
CCS_12_30,Krish Vitaldevaria,81548602556,Microsoft Corporation; Mountain View,60026532,
CCS_12_30,Jason Walter,81548490256,Microsoft Corporation; Mountain View,60026532,
CCS_12_30,Junxian Huang,81549298456,University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_12_30,Zhuoqing Morley Mao,81451592947,University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_12_31,Cristian Bravo-Lillo,81484658015,Carnegie Mellon University,60027950,
CCS_12_31,Lorrie Faith Cranor,81100472223,Carnegie Mellon University,60027950,
CCS_12_31,Julie Downs,81315488083,Carnegie Mellon University,60027950,
CCS_12_31,Saranga Komanduri,81351608465,Carnegie Mellon University,60027950,
CCS_12_31,Stuart E. Schechter,81100609426,Microsoft Research; Redmond; WA; USA,60021726,
CCS_12_31,Manya Sleeper,81488672672,Carnegie Mellon University,60027950,
CCS_12_32,San-Tsai Sun,81444593063,University of British Columbia; Vancouver; BC; Canada,60010365,
CCS_12_32,Konstantin Beznosov,81100388506,University of British Columbia; Vancouver; BC; Canada,60010365,
CCS_12_33,Tiffany Hyun-Jin Kim,81470651496,Carnegie Mellon University,60027950,
CCS_12_33,Payas Gupta,81479647255,Singapore Management University; Singapore; Singapore,60018933,
CCS_12_33,Jun Han,81500644120,Carnegie Mellon University,60027950,
CCS_12_33,Emmanuel Owusu,81464676546,Carnegie Mellon University,60027950,
CCS_12_33,Jason I. Hong,81408598366,Carnegie Mellon University,60027950,
CCS_12_33,Adrian Perrig,81100500202,Carnegie Mellon University,60027950,
CCS_12_33,Debin Gao,81100132135,Singapore Management University; Singapore; Singapore,60018933,
CCS_12_34,Alexei Czeskis,81381605379,University of Washington; Seattle; WA; USA,60015481,
CCS_12_34,Michael Dietz,81486643129,Rice University,60005286,
CCS_12_34,Tadayoshi Kohno,81548004690,University of Washington; Seattle; WA; USA,60015481,
CCS_12_34,Dan S. Wallach,81100639714,Rice University,60005286,
CCS_12_34,Dirk Balfanz,81100057106,Google; Mountain View,60006191,
CCS_12_35,Weining Yang,81549517056,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_35,Ninghui Li,81100475364,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_35,Yuan Qi,81548279456,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_35,Wahbeh Qardaji,81435607772,Purdue University; West Lafayette; IN; USA,60009254,
CCS_12_35,Stephen McLaughlin,81100335221,Penn State University; State College; PA; USA,60001439,
CCS_12_35,Patrick D. McDaniel,81100363624,Penn State University; State College; PA; USA,60001439,
CCS_12_36,Wei-Hong Chuang,81555476056,University of Maryland; College Park,60020304,
CCS_12_36,Ravi Garg,81490660780,University of Maryland; College Park,60020304,
CCS_12_36,Min Wu,81452599010,University of Maryland; College Park,60020304,
CCS_12_37,Stephen McLaughlin,81100335221,The Pennsylvania State University; University Park; PA; USA,60001439,
CCS_12_37,Patrick D. McDaniel,81100363624,The Pennsylvania State University; University Park; PA; USA,60001439,
CCS_12_38,Tyler Nighswander,81548960456,Carnegie Mellon University,60027950,
CCS_12_38,Brent Ledvina,81549160156,Coherent Navigation; San Mateo,,
CCS_12_38,Jonathan Diamond,81549531156,Coherent Navigation; San Mateo,,
CCS_12_38,Robert Brumley,81549017056,Coherent Navigation; San Mateo,,
CCS_12_38,David Brumley,81312481292,Carnegie Mellon University,60027950,
CCS_12_39,Ishtiaq Rouf,81479664271,University of South Carolina; Columbia; SC; USA,60018179,
CCS_12_39,Hossen Mustafa,81479641786,University of South Carolina; Columbia; SC; USA,60018179,
CCS_12_39,Miao Xu,81548324956,University of South Carolina; Columbia; SC; USA,60018179,
CCS_12_39,Wenyuan Xu,81100195291,University of South Carolina; Columbia; SC; USA,60018179,
CCS_12_39,Rob Miller,81548499056,Applied Communication Sciences; Applied Communication Sciences,,
CCS_12_39,Marco Gruteser,81100490340,Rugers University; Piscataway,60030623,
CCS_12_40,Joseph A. Akinyele,81490694086,Johns Hopkins University; Baltimore,60005248,
CCS_12_40,Matthew D. Green,81329488886,Johns Hopkins University; Baltimore,60005248,
CCS_12_40,Susan Hohenberger,81326490028,Johns Hopkins University; Baltimore,60005248,
CCS_12_40,Matthew W. Pagano,81447594198,Johns Hopkins University; Baltimore,60005248,
CCS_12_41,Jose Bacelar Almeida,81548842456,Universidade do Minho; Minho; Portugal,60020475,
CCS_12_41,Manuel Barbosa,81100505128,Universidade do Minho; Minho; Portugal,60020475,
CCS_12_41,Endre Bangerter,81100351707,Bern University of Applied Sciences; Bern; Switzerland,60020486,
CCS_12_41,Gilles Barthe,81100111668,IMDEA Software Institute; Madrid; Spain,60102748,
CCS_12_41,Stephan Krenn,81474702842,IST Austria; Klosterneuburg; Austria,60103776,
CCS_12_41,Santiago Zanella Beguelin,81418594739,Microsoft Research; Cambridge; United Kingdom,60098463,
CCS_12_42,Dario Fiore,81418599202,New York University,60021784,
CCS_12_42,Rosario Gennaro,81100556240,City College of New York,60028458,
CCS_12_43,S. Dov Gordon,81418594187,Applied Communication Sciences; Piscataway; USA,,
CCS_12_43,Jonathan Katz,81100411790,University of Maryland; College Park,60020304,
CCS_12_43,Vladimir Kolesnikov,81384613987,Bell Labs; New Jersey,60009151,
CCS_12_43,Fernando Krell,81548523356,Columbia University,60030162,
CCS_12_43,Tal Malkin,81100032134,Columbia University,60030162,
CCS_12_43,Mariana Raykova,81384595499,Columbia University,60030162,
CCS_12_43,Yevgeniy Vahlis,81461645829,AT&T,,
CCS_12_44,Jan Camenisch,81100546436,IBM Research,60029158,
CCS_12_44,Anna Lysyanskaya,81100335021,Brown University; Providence; USA,60011460,
CCS_12_44,Gregory Neven,81100091562,IBM Research,60029158,
CCS_12_45,Alexandra Boldyreva,81100411349,Georgia Institute of Technology,60019647,
CCS_12_45,Robert Lychev,81503694720,Georgia Institute of Technology,60019647,
CCS_12_46,Guanhua Yan,81100044863,Los Alamos National Laboratory; Los Alamos; NM; USA,60006164,
CCS_12_46,Ritchie Lee,81549034756,Carnegie Mellon University Silicon Valley; Moffett Field,60027950,
CCS_12_46,Alex Kent,81100570027,Los Alamos National Laboratory; Los Alamos; NM; USA,60006164,
CCS_12_46,David Wolpert,81100442768,Los Alamos National Laboratory; Los Alamos; NM; USA,60006164,
CCS_12_47,Haifeng Yu,81452596145,National University of Singapore; Singapore; Singapore,60017161,
CCS_12_47,Phillip B. Gibbons,81339501335,Intel Labs; Pittsburgh; USA,60033010,
CCS_12_47,Chenwei Shi,81548807656,Mozat Pte Ltd; Singapore; Singapore,,
CCS_12_48,Zhaoyan Xu,81548288156,Texas A&M University; College Station; USA,60020547,
CCS_12_48,Lingfeng Chen,81549187856,Texas A&M University; College Station; USA,60020547,
CCS_12_48,Guofei Gu,81100501539,Texas A&M University; College Station; USA,60020547,
CCS_12_48,Christopher Kruegel,81100422599,University of California; Santa Barbara; USA,60029241,
CCS_12_49,Zhiyun Qian,81472647459,University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_12_49,Zhuoqing Morley Mao,81451592947,University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_12_49,Yinglian Xie,81336494284,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_50,Xiang Cai,81549506856,Stony Brook University; USA,60026415,
CCS_12_50,Xin Cheng Zhang,81548342156,Stony Brook University; USA,60026415,
CCS_12_50,Brijesh Joshi,81549321456,Stony Brook University; USA,60026415,
CCS_12_50,Rob Johnson,81444594030,Stony Brook University; USA,60026415,
CCS_12_51,Reza Shokri,81414609522,EPFL; Lausanne; Switzerland,60028186,
CCS_12_51,George Theodorakopoulos,81100062667,Cardiff University; Cardiff; United Kingdom,60023998,
CCS_12_51,Carmela Troncoso,81339533141,K. U. Leuven; Leuven; Belgium,60025063,
CCS_12_51,Jean-Pierre Hubaux,81100583009,EPFL; Lausanne; Switzerland,60028186,
CCS_12_51,Jean-Yves Le Boudec,81100450399,EPFL; Lausanne; Switzerland,60028186,
CCS_12_52,Mudhakar Srivatsa,81100653443,IBM T. John Watson Research Center,60017366,
CCS_12_52,Michael Hicks,81100060959,University of Maryland; College Park,60020304,
CCS_12_53,Rui Chen,81549163156,Concordia University; Montreal; PQ; Canada,60033154,
CCS_12_53,Gergely Acs,81319487926,INRIA; Grenoble; France,60013373,
CCS_12_53,Claude Castelluccia,81100498683,INRIA; Grenoble; France,60013373,
CCS_12_54,Ilya Mironov,81100268023,Microsoft Research Silicon Valley; Mountain View,60021726,
CCS_12_55,Michaela Hardt,81548531656,Twitter; San Francisco,,
CCS_12_55,Suman Nath,81100660706,Microsoft Research; Redmond; WA; USA,60021726,
CCS_12_56,Zhou Li,81549519956,Indiana University at Bloomington; Bloomington; IN; USA,60021121,
CCS_12_56,Kehuan Zhang,81470641191,Indiana University at Bloomington; Bloomington; IN; USA,60021121,
CCS_12_56,Yinglian Xie,81336494284,MSR Silicon Valley; Mountain View,,
CCS_12_56,Fang Yu,81100471693,MSR Silicon Valley; Mountain View,,
CCS_12_56,XiaoFeng Wang,81372591949,Indiana University at Bloomington; Bloomington; IN; USA,60021121,
CCS_12_57,Istemi Ekin Akkus,81474700797,Max Planck Institute for Software Systems (MPI-SWS); Kaiserslautern & Saarbruecken; Germany,60002485,
CCS_12_57,Ruichuan Chen,81492646833,Max Planck Institute for Software Systems (MPI-SWS); Kaiserslautern & Saarbruecken; Germany,60002485,
CCS_12_57,Michaela Hardt,81548531656,Twitter Inc. ; San Francisco,,
CCS_12_57,Paul Francis,81100150092,Max Planck Institute for Software Systems (MPI-SWS); Kaiserslautern & Saarbruecken; Germany,60002485,
CCS_12_57,Johannes Gehrke,81452607023,Cornell University; Ithaca; NY; USA,60007776,
CCS_12_58,Michael Backes,81100093619,Saarland University and MPI-SWS; Saarbruecken; Germany,60002485,
CCS_12_58,Ankit Malik,81548601756,IIT Delhi; Delhi; India,60032730,
CCS_12_58,Dominique Unruh,81313484168,Tartu University; Tartu; Estonia,60068856,
CCS_12_59,Mihhail Aizatulin,81464671169,Open University; Milton Keynes; United Kingdom,60012113,
CCS_12_59,Andrew D. Gordon,81100037731,Microsoft Research Cambridge; Cambridge; United Kingdom,60098463,
CCS_12_59,Jan Jurjens,81100072192,TU Dortmund & Fraunhofer ISST; Dortmund; Germany,60032991,
CCS_12_60,Gilles Barthe,81100111668,IMDEA Software Institute; Madrid; Spain,60102748,
CCS_12_60,David Pointcheval,81100610613,Ecole Normale Superieure; Paris; France,60000179,
CCS_12_60,Santiago Zanella Beguelin,81418594739,Microsoft Research; Cambridge; United Kingdom,60098463,
CCS_12_61,Nick Nikiforakis,81508692764,KU Leuven; Leuven; Belgium,60025063,
CCS_12_61,Luca Invernizzi,81488667423,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_12_61,Alexandros Kapravelos,81436601692,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_12_61,Steven Van Acker,81479663402,KU Leuven; Leuven; Belgium,60025063,
CCS_12_61,Wouter Joosen,81100035545,KU Leuven; Leuven; Belgium,60025063,
CCS_12_61,Christopher Kruegel,81100422599,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_12_61,Frank Piessens,81548011356,KU Leuven; Leuven; Belgium,60025063,
CCS_12_61,Giovanni Vigna,81100618984,University of California; Santa Barbara; Santa Barbara,60029241,
CCS_12_62,Willem De Groef,81508707401,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_62,Dominique Devriese,81467668211,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_62,Nick Nikiforakis,81508692764,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_62,Frank Piessens,81548011356,KU Leuven; Heverlee; Belgium,60025063,
CCS_12_63,Mario Heiderich,81490670147,Ruhr-University Bochum; Bochum; Germany,60005322,
CCS_12_63,Marcus Niemietz,81548680256,Ruhr-University Bochum; Bochum; Germany,60005322,
CCS_12_63,Felix Schuster,81549527056,Ruhr-University Bochum; Bochum; Germany,60005322,
CCS_12_63,Thorsten Holz,81331494833,Ruhr-University Bochum; Bochum; Germany,60005322,
CCS_12_63,Jorg Schwenk,81100336239,Ruhr-University Bochum; Bochum; Germany,60005322,
CCS_12_64,Andreas Holzer,81384610312,TU Wien; Vienna; Austria,60018163,
CCS_12_64,Martin Franz,81442594713,CrypTool Project; Frankfurt; Germany,,
CCS_12_64,Stefan Katzenbeisser,81100156701,TU Darmstadt; Darmstadt; Germany,60011226,
CCS_12_64,Helmut Veith,81100548003,TU Wien; Vienna; Austria,60018163,
CCS_12_65,Mihir Bellare,81100585242,University of California; San Diego; San Diego,60030612,
CCS_12_65,Viet Tung Hoang,81472644643,University of California; Davis,60014439,
CCS_12_65,Phillip Rogaway,81100228044,University of California; Davis; Davis,60014439,
CCS_12_66,Seny Kamara,81100486886,Microsoft Research; Seattle; WA; USA,60021726,
CCS_12_66,Payman Mohassel,81421595674,University of Calgary; Calgary; AB; Canada,60002306,
CCS_12_66,Ben Riva,81341495758,Tel Aviv University; Tel Aviv; Israel,60005681,
CCS_12_67,Markus Kammerstetter,81548978456,Vienna University of Technology; Vienna; Austria,60018163,
CCS_12_67,Christian Platzer,81310490818,Vienna University of Technology; Vienna; Austria,60018163,
CCS_12_67,Gilbert Wondracek,81442615169,Vienna University of Technology; Vienna; Austria,60018163,
CCS_12_68,Chris Grier,81313483492,UC Berkeley; Berkeley,60025038,
CCS_12_68,Lucas Ballard,81100634737,Google; Inc. ; Mountain View,60006191,
CCS_12_68,Juan Caballero,81350590399,IMDEA Software Institute; Madrid; Spain,60102748,
CCS_12_68,Neha Chachra,81486646626,UC San Diego; San Diego,60030612,
CCS_12_68,Christian J. Dietrich,81484640583,University of Applied Sciences Gelsenkirchen; Gelsenkirchen; Germany,60001587,
CCS_12_68,Kirill Levchenko,81100324756,UC San Diego; San Diego,60030612,
CCS_12_68,Panayiotis Mavrommatis,81319497154,Google; Inc. ; Mountain View,60006191,
CCS_12_68,Damon McCoy,81332514887,George Mason University ,60018319,
CCS_12_68,Antonio Nappa,81474701395,IMDEA Software Institute; Madrid; Spain,60102748,
CCS_12_68,Andreas Pitsillidis,81472653873,UC San Diego; San Diego,60030612,
CCS_12_68,Niels Provos,81330496990,Google; Inc. ; Mountain View,60006191,
CCS_12_68,M. Zubair Rafique,81486643861,IMDEA Software Institute; Madrid; Spain,60102748,
CCS_12_68,Moheeb Abu Rajab,81418595714,Google; Inc. ; Mountain View,60006191,
CCS_12_68,Christian Rossow,81100556544,University of Applied Sciences Gelsenkirchen; Gelsenkirchen; Germany,60001587,
CCS_12_68,Kurt Thomas,81470648756,UC Berkeley; Berkeley,60025038,
CCS_12_68,Vern Paxson,81100467798,UC Berkeley; Berkeley,60025038,
CCS_12_68,Stefan Savage,81100570405,UC San Diego; San Diego,60030612,
CCS_12_68,Geoffrey M. Voelker,81336493853,UC San Diego; San Diego,60030612,
CCS_12_69,Leyla Bilge,81418599738,Symantec Corporation; Sophia Antipolis; France,60079765,
CCS_12_69,Tudor Dumitras,81310501860,Symantec Corporation; Herndon; VA; USA,60079765,
CCS_12_70,Damon McCoy,81332514887,George Mason University ,60018319,
CCS_12_70,Hitesh Dharmdasani,81548875856,George Mason university ,60018319,
