Paper Id,Title,Session,Conference,Year,Url
SP_98_6,Complete; safe information flow with decentralized labels,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674834&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_7,Timing attacks against trusted path,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674829&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_8,Access control in an open distributed environment,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674819&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_9,Towards mobile cryptography,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674837&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_10,Stack and queue integrity on hostile platforms,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674835&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_11,Understanding Java stack inspection,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674823&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_12,Ensuring continuity during dynamic security policy reconfiguration in DTE,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674820&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_13,Efficient key distribution for slow computing devices: achieving fast over the air activation for wireless systems,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674824&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_14,Secure execution of Java applets using a remote playground,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674822&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_15,Efficient and practical fair exchange protocols with off-line TTP,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674825&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_16,Strand spaces: why is a security protocol correct?,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674832&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_17,On the formal definition of separation-of-duty policies and their composition,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674833&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_18,Partial security policies to support timeliness in secure real-time databases,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674830&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_19,Detecting disruptive routers: a distributed network monitoring approach,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674828&filter%3DAND%28p_IS_Number%3A14832%29
SP_10_3,Inspector Gadget: Automated Extraction of Proprietary Gadgets from Malware Binaries,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504785&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_4,Synthesizing Near-Optimal Malware Specifications from Suspicious Behaviors,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504788&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_5,Identifying Dormant Functionality in Malware Programs,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504706&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_6,Reconciling Belief and Vulnerability in Information Flow,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504709&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_7,Towards Static Flow-Based Declassification for Legacy and Untrusted Programs,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504708&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_8,Noninterference through Secure Multi-execution,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504711&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_9,Object Capabilities and Isolation of Untrusted Web Applications,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504710&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_10,TrustVisor: Efficient TCB Reduction and Attestation,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504713&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_11,Overcoming an Untrusted Computing Base: Detecting and Removing Malicious Hardware Automatically,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504712&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_12,Tamper Evident Microprocessors,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504715&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_13,Side-Channel Leaks in Web Applications: A Reality Today; a Challenge Tomorrow,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504714&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_14,Investigation of Triangular Spamming: A Stealthy and Efficient Spamming Technique,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504717&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_15,A Practical Attack to De-anonymize Social Network Users,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504716&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_16,SCiFI - A System for Secure Face Identification,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504789&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_17,Round-Efficient Broadcast Authentication Protocols for Fixed Topology Classes,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504792&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_18,Revocation Systems with Very Small Private Keys,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504791&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_19,Authenticating Primary Users' Signals in Cognitive Radio Networks via Integrated Cryptographic and Wireless Link Signatures,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504794&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_20,Outside the Closed World: On Using Machine Learning for Network Intrusion Detection,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504793&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_21,All You Ever Wanted to Know about Dynamic Taint Analysis and Forward Symbolic Execution (but Might Have Been Afraid to Ask),,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504796&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_22,State of the Art: Automated Black-Box Web Application Vulnerability Testing,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504795&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_23,A Proof-Carrying File System,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504798&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_24,Scalable Parametric Verification of Secure Systems: How to Verify Reference Monitors without Worrying about Data Structure Size,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504797&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_25,HyperSafe: A Lightweight Approach to Provide Lifetime Hypervisor Control-Flow Integrity,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504800&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
SP_10_26,How Good Are Humans at Solving CAPTCHAs? A Large Scale Evaluation,,IEEE S&P,2010,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=5504799&filter%3DAND%28p_IS_Number%3A5504699%29%26rowsPerPage%3D50
